興趣,類型,成效
"30-50 / 西屯北屯潭子 / 美食旅遊興趣
-潭雅神綠園道（+3 公里）, 洲際棒球場（+3 公里）, 水崛頭公園（+3 公里）, 福星路， 台中市（+3 公里） Taichung
-旅遊網站（網站） 、住宿加早餐酒店、航空公司、 Instagram（社群媒體） 、休閒餐廳 (餐廳) 、美食家（美食和餐飲） 、 FineDiningLovers 、燒牛肉、在地美食（美食和餐飲） 、火鍋、蛋糕（烘焙食品） 、網紅行銷 (行銷) 、部落格（網站） 、歌帝梵巧克力、社群媒體（網路媒體） 、禮品店 (購物) 或信用卡（借貸）",名單,可
"27-45/ 東區北區洲際 / 小家庭自營商
-精武車站（+3 公里）, 洲際棒球場（+3 公里）, 中友百貨（+3 公里）, 科博館（+3 公里）
-烹飪（美食和餐飲） 、 KitchenAid（家用電器） 、個人理財（銀行業） 、幼兒照護（兒童和親子教育） 、教養方式 (兒童和親子教育) 、居家裝修（家居和園藝用品） 、生活風格和家務內容 (居家和園藝用品) 、居家和園藝媒體 (住家修繕) 、家庭桌遊 (遊戲) 、創意創業 (商業和金融業) 、電子商務（零售） 、新創公司（商業與財務） 、顧客關係管理（公關） 或銷售時點情報系統、行為：小型企業主、任職公司：自営業(個人事業主)",名單,優
"28-55 / 南區東區太平 / 餐飲網購
-臺中火車站（+3 公里）, 精武路（+3 公里）, 建國北黃昏市場（+5 公里）
-餐飲業（餐飲） 、休閒餐廳 (餐廳) 、 Gourmet Food Lovers 、珍珠奶茶、在家下廚 (烹飪和食譜) 、美食 (食品零售商) 、在地美食（美食和餐飲） 、優惠券（優惠券和折扣） 、淘寶網、 momo購物網、天貓、網路購物（零售） 、亞馬遜公司（零售業者） 、美容沙龍（化妝品） 、時尚配件（飾品配件） 或服飾品牌和零售商 (零售)",名單,可
"27-55 / 清水神岡潭子 /年輕娛樂2.0
-潭子加工出口區（+3 公里）, 和睦路一段（+3 公里）, 豐洲科技工業園區（+5 公里）
-美容（社會觀念） 、儲蓄（銀行業） 、上班族（流行文化） 、 Spotify（串流服務） 、淘寶網、個人理財（銀行業） 、 LINE 、 591房屋交易網、釀造（啤酒） 、熱門話題、網路購物（零售） 、時尚配件（飾品配件） 、休閒娛樂（社會觀念） 、 Netflix（串流服務） 、網路銀行（銀行業） 、行動應用程式（軟體） 、鮭魚、 http://booking.com/（旅遊觀光業） 、信用卡（借貸） 或旅遊網站（網站）",訊息,可
"**
30-60/彰化/貿易商/自營商
-彰化車站（+5 公里）
-儲蓄（銀行業） 、批發（零售） 、證券交易所（投資） 、中小型企業（商業與財務） 、供應鏈、個人理財（銀行業） 、財務規劃（投資） 、游泳（水上運動） 、金融服務（商業與財務） 、出口貿易、被動收入（商業與財務） 、國際貿易、風險管理、網路購物（零售） 、外匯市場（貨幣） 、企業家（商業與財務） 、股份 (金融) 、投資（商業與財務） 、資產管理 (商業和金融業) 、商業（商業與財務） 、登山（爬山） 、房地產投資（投資） 、房地產（產業） 、梅賽德斯-賓士S級或零售業（產業）, 家長：父母（全部）
",名單,可
"**
28-60/彰化/傳產/親子教育/服務業
-彰化車站（+5 公里）
-室內設計（設計） 、公共圖書館、工廠（製造業） 、機械加工、農業機械（農業） 、親子教育（兒童和親子教育） 、汽車業（產業） 、製造業（產業） 、財務會計（商業與財務） 、公園與遊憩、小學（小學和中學教育） 、房地產（產業） 、顧客服務（商業與財務） 或管理（商業與財務）, 家長：學齡前兒童的家長（03-05 歲） 或低年級學童（06-08 歲）的家長
1210
+教育資源 (教育) 、繪畫（視覺藝術） 、樂器（樂器） 或外語",名單,可
"28-55 / 林口蘆竹 / 生活品質旅遊
-台灣艾司摩爾（+5 公里）, 林口 三井（+5 公里） ; 好市多Costco南崁店（+5 公里）
-精品咖啡 (咖啡) 、 Fragrance oil 、家庭自動化（消費電子產品） 、 Quality Foods 、品酒 (葡萄酒) 、自助旅行 (旅遊) 、住宿加早餐酒店、外匯市場（貨幣） 、 Lifestyle Travel 、銀行帳戶 (銀行業) 、百貨公司（零售） 、 HydraFacial 、美學（哲學） 、瑜珈（靈性） 或健身服務 (健身)、行為：經常旅行的用戶
1208
-新北市工商展覽中心（+5 公里）, 台灣艾司摩爾（+5 公里）, 林口 三井（+5 公里） ; 好市多Costco南崁店（+5 公里）
-銀行帳戶 (銀行業) 、精品咖啡 (咖啡) 、 Fragrance oil 、美學（哲學） 、住宿加早餐酒店、百貨公司（零售） 、瑜珈（靈性） 、品酒 (葡萄酒) 、家庭自動化（消費電子產品） 、自助旅行 (旅遊) 、 HydraFacial 、 Lifestyle Travel 、健身服務 (健身) 、豪奢生活方式（網站） 、 LifeStyle Food 或 FineDiningLovers",名單,可
"28-55 / 南區東區太平 / 餐廳 串流媒體
-臺中火車站（+3 公里）, 精武路（+3 公里）, 建國北黃昏市場（+5 公里）
-速食休閒餐廳 (餐廳) 、簡餐館（餐廳） 、甜點（美食和餐飲） 、在地美食（美食和餐飲） 、烘培坊（烘焙食品） 、火鍋、燒烤（烹飪） 、韓式料理（美食和餐飲） 、美食家（美食和餐飲） 、壽司（美食和餐飲） 、鮭魚、 Netflix（串流服務） 、 Spotify（串流服務） 、 Apple Music 、 YouTube（串流服務） 、 UberEATS 或行動支付（貨幣）
1201
+FineDiningLovers 、 LifeStyle Food 、美食 (食品零售商) 或一般生活風格內容 (生活風格內容)",訊息,優
"27-55 / 芎林竹北 / 在地客自營商
-芎林國小（+5 公里）, 新竹好市多（+5 公里）
-Business networking 、創意創業 (商業和金融業) 、會計系統、商用不動產 (房地產) 、批發（零售） 、經銷（商業） 、高淨值人士（商業與財務） 、 Priority Pass 、 Payment service provider 、 Procurement 、家庭自動化（消費電子產品） 、責任保險、財產保險、 Digital transformation 或政府機關概念和作法 (法律和政府), 行為：小型企業主
1210
-創意創業 (商業和金融業) 、批發（零售） 、 Business networking 、財產保險、經銷（商業） 、會計系統、責任保險、家庭自動化（消費電子產品） 、 Payment service provider 、 Digital transformation 、 Procurement 、政府機關概念和作法 (法律和政府) 、徵才（工作機會） 、企業家（商業與財務） 、零售業（產業） 、商業（商業與財務） 或自由工作者（工作機會）, 行為：小型企業主",訊息,可
"27-55 / 神岡豐原中科 / 飲食旅遊
-中部科學園區（+5 公里）, 后里科技園區（+5 公里）, YCM 永進機械 Yeong Chin Machinery Industries Co., Ltd.（+5 公里）, 豐原太平洋百貨（+5 公里）
-KIND Healthy Snacks 、健康的習慣 (生活風格內容) 、 Travel Deals 、 LifeStyle Food 、水果沙拉、食品媒體和內容 (食物和飲品) 、 Quality Foods 、 FineDiningLovers 、自助旅行 (旅遊) 、健行裝備（運動用品） 、現場音樂（網站） 、飲食業、 Cultural tourism 、 Cultural travel 、露營（戶外活動） 或野餐 (食品和飲料)",訊息,可
"28-55 / 南區中區洲際 / 社交網路娛樂
-洲際棒球場（+3 公里）, 中華路夜市（+3 公里）, 建國北黃昏市場（+5 公里）
-網路電視 (電視和影片) 、網路娛樂 (娛樂和媒體) 、隨選影片 (影片串流服務) 、 socializing 、現場活動 (活動) 、 Entertainment News 、音樂和音訊串流 (音樂) 、歡樂時光（酒精飲料） 、數位媒體（電腦和電子產品） 、爆紅影片 (網路影片) 、派對（活動） 、生活風格 (生活風格內容) 、行動支付（貨幣） 、信用卡（借貸） 或 Christmas Holiday",訊息,優
"28-55 / 西屯南屯 / 科技商務
-福林路， 台中市（+4 公里）, 龍富路五段， 台中市（+2 公里） Taichung
-Business networking 、 Professional services 、 LifeStyle Food 、 Podcast (音樂和音訊串流) 、男裝品牌 (服飾) 、女裝品牌 (服飾) 、 Apple Music 、蘋果零售店、健身和保健（健身） 、教育資源 (教育) 、生產率、企業資源計劃、日本消費電子產品品牌 (電腦和電子產品) 、別墅（住宿） 或高淨值人士（商業與財務）
1209
+商機 (商業和金融業) 、數位貨幣（貨幣） 、企業孵化器或設計貿易展和專業組織 (貿易展)",名單,可
"25-55 / 大台中 /百葉簾 家具
-台中中央公園（+8 公里）, 台中IKEA旗艦店（+8 公里）, 臺中市港區藝術中心（+8 公里）
-傢俱（居家裝潢） 、居家裝修（家居和園藝用品） 、室內設計（設計） 、現代家具（居家裝潢） 、百葉簾、窗戶（建築） 、宜家家居（零售業者） 、居家飾品 (居家裝潢) 、居家裝潢零售商 (零售) 、美學（哲學） 或住家修繕（居家裝修）
1208
-華山文創（+20 公里） ; 桃園車站（+20 公里） ; 台中中央公園（+20 公里）, 彰化車站（+20 公里） ; 北新竹車站（+20 公里）
+生活風格 (生活風格內容) 、 Procurement  或居家用品零售商 (零售)",互動,可
"27-45/ 東區北區洲際 / 年輕藝文興趣(16-2點)
-科博館（+3 公里）, 中友百貨（+3 公里）, 洲際棒球場（+3 公里）, 精武車站（+3 公里）
-歡樂時光（酒精飲料） 、 Christmas Holiday 、 socializing 、藝術展覽（視覺藝術） 、 LifeStyle Food 、音樂會和現場演出 (音樂活動) 、派對（活動） 、現場活動 (活動) 、攝影（視覺藝術） 、插畫、咖啡廳（咖啡） 、 Apple Watch（消費電子產品） 、哈曼卡頓、索尼、即時成像相機或影展 (影展)",名單,可
"25-55 / 豐原潭子 / 年輕興趣
-豐原車站（+4 公里）, 潭子車站（+4 公里）
-Apple Watch（消費電子產品） 、室內設計（設計） 、 iPhone（智慧型手機） 、 Spotify（串流服務） 、漫威漫畫（跨媒體製作） 、保時捷、網路迷因（流行文化） 、行動支付（貨幣） 、 591房屋交易網、 BMW（交通工具） 、低成本航空公司、爆紅影片 (網路影片) 、外語、 Instagram（社群媒體） 、不動產（房地產） 、 YouTube（串流服務） 或 LINE",名單,可
"27-55 / 芎林竹北 / 教育休閒
-新竹好市多（+5 公里）, L.T. Brown 布朗國際實驗教育（+5 公里）, Hsinchu County American School - HCAS 新竹縣康乃薾美國學校（+5 公里）
-Travel Deals 、 LifeStyle Food 、男裝品牌 (服飾) 、女裝品牌 (服飾) 、教育資源 (教育) 、 Craft Beer and Brewing 、派對策劃 (特殊場合和活動) 、早午餐（美食和餐飲） 、當代藝術（視覺藝術） 、語言教育、成人教育（職業訓練） 、專業發展（職業訓練） 、自助旅行 (旅遊) 、健行和露營 (戶外活動) 、樂器（樂器） 、外語、 Continuing education 或國際學校（小學和中學教育）",訊息,可
"27-55 / 林口+3K / 醫護族群
-林口長庚醫院醫學大樓（+3 公里）, 林口三井 Outlet（+3 公里）
-醫學院 (高等教育) 、牙科學院 (高等教育) 、護理教育（醫學教育） 、免稅商店、自助旅行 (旅遊) 、一般保險 (保險) 、高等教育（教育） 、衛生學、生物學（科學） 、美容（社會觀念） 、清潔（個人護理） 、 CeraVe Skincare 或 Cetaphil, 行業類別：健康照護與醫療服務
1223
+衛生政策研究、科學 (期刊) 、 Uber（公司） 、研究
0112
-桃園龜山長庚分院（+5 公里）, 林口長庚醫院醫學大樓（+5 公里）, 新仁醫院（+5 公里）",訊息,優
"30-60 / 台中彰化 / 老闆投資
-烏日高鐵站（+20 公里）, 彰化車站（+20 公里）, 新光三越 台中中港店（+20 公里）
-商用不動產 (房地產) 、 Business networking 、中小型企業（商業與財務） 、共用工作空間、房地產投資（投資） 、社交名流、創意房地產投資 (房地產) 、租賃（房地產） 、 Tax law 、企業資源計劃、 Sap basis 、辦公室套件、 Seed accelerator 、企業孵化器、領導（社會觀念） 、小型商業軟體 (軟體) 、美國銀行 (金融) 或跨國公司
1217
-生產率、商務旅遊（旅遊觀光業） 、價格、水族飼養或私人銀行服務",名單,可
"28-55 / 彰化 / 科技質感
-彰化車站（+5 公里）
-Apple Watch（消費電子產品） 、穿戴式科技（消費電子產品） 、物聯網、室內設計（設計） 、 iPhone（智慧型手機） 、美食（美食和餐飲） 、現代家具（居家裝潢） 、時尚設計（設計） 、智慧科技 (消費電子產品) 、時事（政治） 、網路購物（零售） 、時尚配件（飾品配件） 、商業智慧 (商業和金融業) 、新興技術（科學） 、宜家家居（零售業者） 、住宅房地產 (房地產) 或 Light fixture
1216
+ Travel Deals 、 Apple Music 、行動應用程式（軟體） 、速食休閒餐廳 (餐廳) 或 iTunes",名單,可
"35-65 / 南區中區東區 / 觀光節慶時事
-中華路夜市（+4 公里）, 建國北黃昏市場（+3 公里）, LaLaport Taichung（+3 公里）
-節慶（活動） 、 Christmas Holiday 、禮品店 (購物) 、元旦、 Gift card 、飯店（住宿） 、旅遊網站（網站） 、跟團旅行 (旅遊觀光) 、時事（政治） 、 Cultural travel 、 Lifestyle Travel 、旅遊景點和活動 (旅遊觀光業) 、門票、文化遺產 (藝術和文化) 、博物館（地標） 、購物中心（零售） 、 Entertainment News 或天氣預報",名單,可
"28-45/南區中區東區/社交網路娛樂
-星星水產 - 台中旗艦店（+3 公里）, 中華路夜市（+3 公里）, 建國北黃昏市場（+4 公里）
-網路電視 (電視和影片) 、隨選影片 (影片串流服務) 、現場活動 (活動) 、數位媒體（電腦和電子產品） 、派對（活動） 、行動支付（貨幣） 、信用卡（借貸） 、 Christmas Holiday 、網路娛樂 (娛樂和媒體) 、 Entertainment News 、生活風格 (生活風格內容) 、爆紅影片 (網路影片) 、 socializing 或音樂和音訊串流 (音樂)
1217
-科博館（+3 公里）, 洲際棒球場（+3 公里）, 中友百貨（+3 公里）, LaLaport Taichung（+3 公里）",名單,可
"35-60 / 沙鹿 / 退休健康保健
-沙鹿國小（+10 公里）
-政府機關概念和作法 (法律和政府) 、健康的習慣 (生活風格內容) 、健康食品 (食物和飲品) 、均衡飲食（個人護理） 、退休金（銀行業） 、一般健康 (個人護理) 、維他命和營養補充品 (保健食品) 、散步（戶外活動） 、園藝（戶外活動） 、健行裝備（運動用品） 、退休規劃（銀行業） 、存款帳戶 (銀行業) 、堅果、觀賞植物（植物與花卉） 或 591房屋交易網",名單,可
"30-65 / 南投中興草屯霧峰 / 通勤上班+中學教育
-霧峰農工（+4 公里）, 旭光高中（+3 公里）, 南投中興高中（+3 公里） ; 南投-南崗工業區（+3 公里）
-上班族（流行文化） 、中小型企業（商業與財務） 、公司（商業與財務） 、高中（小學和中學教育） 、學習（教育） 、私立學校（教育） 、通勤 (旅遊觀光) 、購物（零售） 、教育（社會觀念） 、網路購物（零售） 、投資（商業與財務） 、商業（商業與財務） 、房地產（產業） 、中學 (小學和中學教育) 、投資者（投資） 或社群媒體（網路媒體）, 行為：通勤者",訊息,可
"25-50 / 南區中區東區 / 社交網路娛樂
-星星水產 - 台中旗艦店（+3 公里）, 中華路夜市（+3 公里）, 建國北黃昏市場（+4 公里）
-網路電視 (電視和影片) 、隨選影片 (影片串流服務) 、 socializing 、現場活動 (活動) 、 Entertainment News 、音樂和音訊串流 (音樂) 、網路娛樂 (娛樂和媒體) 、派對（活動） 、行動支付（貨幣） 、信用卡（借貸） 、 Christmas Holiday 、生活風格 (生活風格內容) 、爆紅影片 (網路影片) 、數位媒體（電腦和電子產品） 或歡樂時光（酒精飲料）",名單,可
"30-60 / 台中海線 / 生態露營釣魚
-沙鹿國小（+10 公里）
-健行和露營 (戶外活動) 、登山步道（健行） 、觀鳥、自助旅行 (旅遊) 、健行裝備（運動用品） 、旅遊景點和活動 (旅遊觀光業) 、生態旅遊（旅遊觀光） 、休閒釣魚（釣魚） 、釣魚、狩獵和射擊新聞和內容 (體育運動) 、釣竿、漁具、自然攝影 (攝影) 、戶外休閒活動（戶外活動） 、迪卡儂或運動服裝（機能運動衫）",名單,可
"30-60 / 草屯霧峰大里 / 通勤教育戶外
-霧峰健體中心（+5 公里） ; 大里一交流道， Taiwankou, T'Ai-Wan, Taiwan（+5 公里） Changhua; 草屯炎峰國小（+5 公里）
-汽車（交通工具） 、上班族（流行文化） 、教育資源 (教育) 、教養方式 (兒童和親子教育) 、一般健康 (個人護理) 、課外活動、家務管理和整理 (居家和園藝用品) 、速食（美食和餐飲） 、 Outdoor Living 、露營（戶外活動） 、自行車（體育運動） 、新聞媒體（新聞服務） 、商業（商業與財務） 、服裝（服飾） 或時事（政治）, 行為：通勤者, 行業類別：政府員工（全球）
0113
+馬拉松 (跑步) 、戶外休閒活動（戶外活動） 或園藝（戶外活動）",訊息,優
"25-45 / 中科大雅 / 科技工業年輕成家
大雅公園（+3 公里）, 台中科技園區（+5 公里）
-人工智慧（計算） 、物聯網、共同基金 (投資) 、 GitHub 、大數據 (科學) 、智慧科技 (消費電子產品) 、半導體、航空公司、能量飲料（非酒精飲料） 、製造生產服務和組織 (製造業) 、 Compensation and benefits 、 Gadget & Gear 、 LifeStyle Home 、專業發展（職業訓練） 、股票經紀人 (投資) 、隨選影片 (影片串流服務) 、婚禮網站和部落格 (網站) 、婚紗攝影（攝影） 或婚戒（婚禮）",訊息,優
"27-55 / 芎林竹北 / 園藝影音
-新竹好市多（+5 公里）, Hsinchu County American School - HCAS 新竹縣康乃薾美國學校（+5 公里）, L.T. Brown 布朗國際實驗教育（+5 公里）
-插花、居家和園藝媒體 (住家修繕) 、音樂和音訊串流 (音樂) 、露台（園藝） 、植物（植物與花卉） 、室內盆栽 (植物和花卉) 、多肉植物、 Netflix（串流服務） 、 Apple Music 、 YouTube（串流服務） 、漫威娛樂（電影和電視） 、 LINE 、隨選影片 (影片串流服務) 、韓國電視劇（電視節目） 或網路電視 (電視和影片)
1223
+樹（植物與花卉） 、農作物（農業） 、植物園、園藝（農業） 或視覺藝術（藝術）",訊息,可
"30-65 / 西屯南屯 / 老闆興趣(排除IG)
-福林路， 台中市（+4 公里）, 龍富路五段， 台中市（+2 公里） Taichung
-私人銀行服務、 Business networking 、企業家（商業與財務） 、豪奢生活方式（網站） 、高淨值人士（商業與財務） 、酒店管理學、商務艙（航空旅行） 、新創公司（商業與財務） 、建築服務和組織 (產業) 、商業模式 (商業和金融業) 、社交名流、商務旅遊（旅遊觀光業） 、創新科技、品牌管理、軟體工程（資訊技術） 、精品 (生活風格內容) 或西裝襯衫 (服飾)、行為：小型企業主、職稱：Owner and CEO
1224
+高爾夫球（體育運動） 、古董、藝術展覽（視覺藝術） 、藝術品（視覺藝術） ",名單,可
"28-50/沙鹿中科豐原/民俗興趣/傳統宗教
-中科路（+5 公里）, 逢甲大學（+5 公里）, 豐原車站（+4 公里）, 潭子加工出口區（+3 公里）, 靜宜大學（+5 公里）
-納傳統、 Land Rover（交通工具） 、手工藝（工藝品） 、裝飾藝術（視覺藝術） 、神話、台灣電視劇、節慶（活動） 、文化歷史 (藝術和文化) 、保險（商業與財務） 、歷史（歷史） 、慈善家（社會公益理念） 、木工（手工藝） 、跨界休旅車、文化遺產 (藝術和文化) 、收藏（興趣） 、香、民俗學、勞力士（手錶） 、雕刻（藝術） 、攝影（視覺藝術） 、新聞媒體（新聞服務） 、捐贈（社會公益理念） 或精品（零售）, 行為：經常旅行的用戶",名單,可
"30-60/大台中/出國旅遊
-東海大學（+4 公里）, 台中機場（+3 公里）, 神岡國小（+4 公里）, 沙鹿車站（+4 公里）, 豐原車站（+4 公里）, 台中車站（+8 公里）, 中科路（+3 公里）
-外匯市場（貨幣） 、免稅商店、航空公司、商務艙（航空旅行） 、機場、機場貴賓室、 Travel the World 、 Visa Cash 或房地產（產業）",名單,優
"35-65 / 中部 / 退休組合屋
-台中中央公園（+20 公里）, FAMWOOD 自然紅屋（+20 公里） ; 彰化員林（+20 公里）
-Outdoor Living 、退休社區（房地產） 、生活品質（心理學） 、退休規劃（銀行業） 、度假屋（住宿） 、綠色建築、 Prefabricated home 、身心健康（心理學） 、居家風格和類型 (房地產) 或公園與遊憩",流量,可
"30-55 / 中部 / 戶外休閒露營
-台中中央公園（+20 公里）, FAMWOOD 自然紅屋（+20 公里） ; 彰化員林（+20 公里）
-Outdoor Living 、戶外休閒活動（戶外活動） 、生態旅遊（旅遊觀光） 、野餐 (食品和飲料) 、背包旅行（野外） 、露營（戶外活動） 、休旅車營地（露營） 、大自然（科學） 、露營車 (旅遊觀光) 、草地（園藝） 、 Lifestyle Travel 、 Weekend Getaway 或居家風格和類型 (房地產)",流量,可
"35-65 / 中部 / 綠生活組合屋
-台中中央公園（+20 公里）, FAMWOOD 自然紅屋（+20 公里） ; 彰化員林（+20 公里）
-Prefabricated home 、 Sustainable architecture 、綠色建築、草地（園藝） 、園藝（戶外活動） 、生態旅遊（旅遊觀光） 、農家樂、旅遊景點和活動 (旅遊觀光業) 、 Outdoor Living 、大自然（科學） 、園藝造景（園藝） 、自然環境（科學） 或健康食品品牌 (食物和飲品)",流量,可
"30-60 / 台中海線 / 小孩寵物
-沙鹿國小（+10 公里）
-教養方式 (兒童和親子教育) 、教育資源 (教育) 、兒童活動 (興趣和休閒活動) 、嬰幼兒和孕婦用品店 (零售) 、幼兒園（小學和中學教育） 、兒童文學（文學） 、幼兒照護（兒童和親子教育） 、寵物食品（寵物用品） 、 Pet Care 、兒童電視動畫 (電視節目) 、狗狗美容（寵物） 、貓糧（寵物用品） 、狗狗公園（地標） 或貓咪玩具和遊戲 (貓)",名單,可
"30-60 / 台中海線 / 生活用品
-沙鹿國小（+10 公里）
-除濕機、凈水器、生活用品（家居和園藝用品） 、暖通空調（家用電器） 、空氣凈化器、家樂福、大潤發、居家用品零售商 (零售) 、家電（消費電子產品） 、生活風格 (生活風格內容) 、超市（食品零售業者） 、五金行（零售業者） 、便利商店（零售業者） 、優惠券（優惠券和折扣） 、快時尚（服飾） 或網路購物（零售）",名單,可
"28-55 / 沙鹿清水 / 戶外露營釣魚
-沙鹿郵局（+3 公里）, 嘉陽高中（+3 公里）, 臺中市立圖書館沙鹿深波分館/文昌分館（+3 公里）
-登山步道（健行） 、健行和露營 (戶外活動) 、觀鳥、水族飼養、旅遊景點和活動 (旅遊觀光業) 、 Weekend Getaway 、自助旅行 (旅遊) 、露營（戶外活動） 、戶外休閒活動（戶外活動） 、登山（爬山） 、釣魚（戶外活動） 、釣魚裝備和服裝 (運動用品) 、迪卡儂、防曬乳（護膚保養） 或休閒釣魚（釣魚）",訊息,可
"25-50 / 南區中區東區 / 1%+房產裝潢
-星星水產 - 台中旗艦店（+3 公里）, 中華路夜市（+3 公里）, 建國北黃昏市場（+4 公里）
-房地產（產業） 、住宅房地產 (房地產) 、房屋（房地產） 、首次購屋補助（房地產） 、房屋廣告和入口網站 (網站) 、 Kitchen Design 、北歐風設計（建築） 、室內設計（設計） 、廚櫃 (居家裝潢) 或居家裝修（家居和園藝用品）",名單,可
"28-50 / 竹北東區 / 教育業者
-康乃薾雙語中小學（+5 公里）, 興隆國小（+5 公里）, 新竹市東園國小（+5 公里）
-教育資源 (教育) 、教育學（教育） 、托福、師範教育（職業訓練） 、語言教育、多益、教育技術學（教育） 、課外活動、高等教育（教育） 、家長教師聯誼會（小學和中學教育） 、高中（小學和中學教育） 、遠距教學（教育） 、初等教育（小學和中學教育） 或書籍出版社 (出版商)",訊息,可
"25-45 / 中科大雅 / 新婚房貸
-大雅公園（+5 公里）, 台中科技園區（+5 公里）
-媽媽寶寶-懷孕、生產、育兒、室內設計（設計） 、儲蓄（銀行業） 、房屋（房地產） 、貸款（借貸） 、 591房屋交易網、團購或生產率, 生活要事：新婚（不到一年）
0113
+豐洲科技工業園區（+3 公里）
+信貸（金融） 、婚禮網站和部落格 (網站) 、婚紗攝影（攝影） 、工業工程 (工程) 、保單（保險） 或室內設計內容 (設計), 行業類別：中型企業對企業（B2B）企業員工（200 - 500 名員工） 或大型企業對企業（B2B）企業員工（500 名以上員工）, 生活要事：新婚（不到一年）",訊息,可
"25-50 / 南區東區 / 吃喝玩樂
-建國北黃昏市場（+5 公里）, LaLaport Taichung（+3 公里）
-隨選影片 (影片串流服務) 、快時尚（服飾） 、網紅行銷 (行銷) 、火鍋、在地美食（美食和餐飲） 、燒烤（烹飪） 、美食家（美食和餐飲） 、酒精飲品（美食和餐飲） 、可樂、簡餐館（餐廳） 、乳製品 (乳製品) 、羽球 (球拍類運動) 、保齡球、卡拉OK 、韓國電視劇（電視節目） 、刺青（身體藝術） 、 PlayStation（遊戲機） 、淘寶網或美妝店 (零售)",名單,優
"30-50 / 北屯北區太平 / 3金融1房產
-太原車站（+5 公里）, 中友百貨（+5 公里）, 洲際棒球場（+5 公里）, 和牛涮台中文心崇德店（+5 公里）
-財經（商業與財務） 、金融服務（商業與財務） 、保險（商業與財務） 或房地產（產業）",名單,優
"30-65 / 北屯太平潭子 / 會計金融休閒
-洲際棒球場（+4 公里）, 潭子觀音媽祖廟（+4 公里）, 肥佬闆複合超市（+4 公里）
-財經（商業與財務） 、個人理財（銀行業） 、儲蓄（銀行業） 、存款帳戶 (銀行業) 、財務規劃（投資） 、財務會計（商業與財務） 、行動銀行（銀行業） 、會計系統、金融服務（商業與財務） 、登山（爬山） 、自行車（體育運動） 、戶外休閒活動（戶外活動） 、露營（戶外活動） 、釣魚（戶外活動） 、自助旅行 (旅遊) 、漁具或迪卡儂",名單,優
"30-60 / 龍潭楊梅 / 茶葉文化工藝
-龍潭客家文化館（+5 公里）, 壹等賞茶園景觀餐廳（+5 公里）, 八方園客家餐館 Hakka Restaurant（+3 公里）
-文化歷史 (藝術和文化) 、茶（非酒精飲料） 、民俗學、陶瓷器、茶葉品牌 (食物和飲品) 、陶器、釀造廠（製造商） 、草本茶、雕刻（藝術） 、手工藝（工藝品） 、登山步道（健行） 、健行和露營 (戶外活動) 、製造生產服務和組織 (製造業) 、食品加工、戶外（戶外活動） 、零售業（產業） 或永續農業（農業）
0112
-壹等賞茶園景觀餐廳（+5 公里）, 龍潭客家文化館（+5 公里）, 家樂福平鎮店 Carrefour（+5 公里）, 八方園客家餐館 Hakka Restaurant（+3 公里）
+香、文化遺產 (藝術和文化) 、房屋（房地產） 、農作物（農業）、排屋、住宅區（房地產） 或連棟住宅（建築）",名單,可
"28-55 / 北斗田中埤頭 / 傳產家庭
-彰聯精密工業股份有限公司（+5 公里） ; 彰化埤頭工業區（+5 公里）, 北斗工業區（+5 公里）
-代工生產、製造業（產業） 、工廠（製造業） 、中式料理（美食和餐飲） 、會員集點計畫 (優惠券、折扣和購物回饋) 、食品產業、機械加工、化學工業、房屋油漆工和裝修師 (興建和維修) 、教養方式 (兒童和親子教育) 、一般生活風格內容 (生活風格內容) 、親子教育（兒童和親子教育） 、家庭（社會觀念） 、 Compensation and benefits 、人壽保險（保險） 或卡車（交通工具）, 行業類別：製造
0306
+紡織品、住家修繕（居家裝修） 、水管修繕（建築業） 或成衣",訊息,可
"30-60 / 士林松山大安 / 時事出國購物
-士林夜市（+3 公里）, 北師美術館（+2 公里）, 松山巨蛋（+3 公里）
-電視聯播網、新聞媒體（新聞服務） 、時事（政治） 、迷因和社群媒體貼文分享論壇 (網站) 、自助旅行 (旅遊) 、信用卡（借貸） 、外匯市場（貨幣） 、 Lifestyle Travel 、免稅商店、航空公司、雅高達、翻譯、行動應用程式（軟體） 、購物中心（零售） 、百貨公司（零售） 、旅遊（旅遊觀光） 或度假（社會觀念）、行為：經常旅行的用戶",名單,可
"35-36/基地6K+/有錢大家庭
-緯度 24.83 經度 121.03 新莊區（+6 公里） New Taipei City
-個人理財（銀行業） 、節慶（活動） 、親子教育（兒童和親子教育） 、退休金（銀行業） 、高等教育（教育） 、退休基金 (銀行業) 、被動收入（商業與財務） 、投資管理（投資） 、祖父母、教育（社會觀念） 、幼兒照護（兒童和親子教育） 、兒童（兒童和親子教育） 、家庭（社會觀念） 、豪華轎車（交通工具） 、退休年齡（工作機會） 、投資報酬率（投資） 或個人理財服務和組織 (銀行業), 家長：父母（全部）",名單,可
